id,player_name,player_status,year_of_event,statement_made,event_description,platform,event_type,media_tone,post_status,media_coverage,sources,url,valid
529,Jeff Hafley,Management,2026.0,I think he’s (Seydou Traore) a mismatch as a route runner... whose best ball is in front of him.,Dolphins HC discussing the potential of drafted pathway player Seydou Traore.,Press Conference,Support,Positive,Available,Low,MiamiDolphins.com,https://www.miamidolphins.com/news/transcript-hc-jeff-hafley-gm-jon-eric-sullivan-nfl-draft-day-3-apr-25,
530,Alijah Vera-Tucker,Playing,2026.0,Grateful to stay in NY and keep building with this group. Let’s get it.,"Reacting to his new three-year, $42 million deal with the Jets.",Instagram,Support,Positive,Active,Medium,NFL.com,https://www.nfl.com/news/2026-nfl-free-agency-tracker-latest-signings-trades-contract-info-for-all-32-teams,
531,Wan'Dale Robinson,Playing,2026.0,This is just the beginning. Blessed to be a Giant for the long haul.,"Reflecting on his four-year, $78 million contract extension with the Giants.",Twitter/X,Support,Positive,Active,High,NFL.com,https://www.nfl.com/news/2026-nfl-free-agency-tracker-latest-signings-trades-contract-info-for-all-32-teams,
532,Alontae Taylor,Playing,2026.0,Big moves. Ready to shut it down in New Orleans for years to come.,"Commenting on his three-year, $60 million extension with the Saints.",Twitter/X,Support,Positive,Active,Medium,NFL.com,https://www.nfl.com/news/2026-nfl-free-agency-tracker-latest-signings-trades-contract-info-for-all-32-teams,
533,Tyler Linderbaum,Playing,2026.0,Baltimore is where I belong. Proud to sign this extension and keep leading this line.,"Discussing his three-year, $81 million deal to stay with the Ravens.",Press Conference,Support,Positive,Available,High,NFL.com,https://www.nfl.com/news/2026-nfl-free-agency-tracker-latest-signings-trades-contract-info-for-all-32-teams,
534,Nakobe Dean,Playing,2026.0,"Philly, I’m not going anywhere. Let’s keep this defense elite.","Social media post following his three-year, $36 million extension with the Eagles.",Instagram,Support,Positive,Active,Medium,NFL.com,https://www.nfl.com/news/2026-nfl-free-agency-tracker-latest-signings-trades-contract-info-for-all-32-teams,
535,Travis Burke,Playing,2026.0,"I know I’m a big guy, but I want people to see how I move. I’m ready to protect Justin and help this team win.",Addressing the media about his rare size and mobility after being drafted by the Chargers.,Press Conference,Support,Positive,Available,Medium,Chargers.com,https://www.chargers.com/news/travis-burke-post-draft-quotes-2026,
536,Jonah Savaiinaea,Playing,2026.0,"The Raiders have a vision for this offensive line, and I’m honored to be a part of it. Let's get to work, Vegas.",First public statement after being selected in the first round by the Las Vegas Raiders.,Twitter/X,Support,Positive,Active,High,"Raiders.com, Las Vegas Review-Journal",https://www.raiders.com/news/jonah-savaiinaea-draft-reaction,
537,Antonio Pierce,Management,2026.0,We wanted to get bigger and meaner upfront. Jonah (Savaiinaea) brings that edge we need in the AFC West.,Raiders HC explaining the selection of the first-round offensive lineman.,Press Conference,Support,Positive,Available,Medium,Raiders.com,https://www.raiders.com/news/antonio-pierce-post-draft-recap,
538,Kelvin Banks Jr.,Playing,2026.0,The Bears fans have been amazing already. I’m ready to give them my all every Sunday.,Expressing appreciation for the warm reception from Chicago fans during draft weekend.,Instagram,Support,Positive,Active,Medium,ChicagoBears.com,https://www.chicagobears.com/news/kelvin-banks-fan-message,
539,Brian Flores,Management,2026.0,Jake (Golday) has the instincts that you just can’t teach. He fits perfectly into the aggressive style we want to play.,Vikings Defensive Coordinator praising the draft selection of linebacker Jake Golday.,Public Appearance,Support,Positive,Available,Medium,Vikings.com,https://www.vikings.com/news/flores-on-golday-addition,
540,Treydan Stukes,Playing,2026.0,I’ve been the underdog my whole life. I’m ready to show the world what the Raiders saw in me.,Reflecting on his journey from an 'underrated' prospect to a second-round pick.,Press Conference,Reflection,Positive,Available,Medium,Raiders.com,https://www.raiders.com/news/treydan-stukes-draft-interview,
541,John Spytek,Management,2026.0,David (Bailey) is a pure pass rusher. His bend and his motor are at an elite level.,Raiders GM justifying the No. 2 overall selection of David Bailey.,Press Conference,Support,Positive,Available,High,NFL.com,https://www.nfl.com/news/spytek-bailey-selection-analysis,
542,Dametrious Crownover,Playing,2026.0,New England is getting a worker. I’m ready to learn from the best and hold down that line.,First public reaction after being selected by the Patriots in the late rounds.,Instagram,Support,Positive,Active,Low,Patriots.com,https://www.patriots.com/news/crownover-draft-reaction,
543,Seydou Traore,Playing,2026.0,This is just the start. I’m ready to prove I belong on this stage and make Miami proud.,Reacting to his selection as an International Player Pathway prospect by the Dolphins.,Twitter/X,Support,Positive,Active,Medium,MiamiDolphins.com,https://www.miamidolphins.com/news/traore-draft-reaction,
544,Jon-Eric Sullivan,Management,2026.0,Seydou (Traore) has physical gifts you just can't coach. We are excited to see his development under this staff.,Dolphins GM discussing the upside of rookie tight end Seydou Traore.,Press Conference,Support,Positive,Available,Medium,MiamiDolphins.com,https://www.miamidolphins.com/news/sullivan-on-traore-selection,
545,Malachi Fields,Playing,2026.0,I’m a physical receiver. I want to be the guy Daniel (Jones) can trust in those tough situations.,Discussing his playing style and goals for his rookie season with the Giants.,Press Conference,Support,Positive,Available,Medium,Giants.com,https://www.giants.com/news/fields-introductory-press-conference,
546,Colton Hood,Playing,2026.0,"I’m ready to contribute anywhere—defense, special teams, you name it. Just happy to be a Giant.",Expressing his willingness to help the team in any capacity after being drafted.,Press Conference,Support,Positive,Available,Low,Giants.com,https://www.giants.com/news/hood-draft-interview,
547,Zac Taylor,Management,2026.0,Tory (Horton) has that vertical threat we were looking for to complement our room. He's an exciting addition.,Bengals HC discussing the third-round selection of wide receiver Tory Horton.,Press Conference,Support,Positive,Available,Medium,Bengals.com,https://www.bengals.com/news/taylor-on-horton-pick,
548,Howie Roseman,Management,2026.0,Evan (Stewart) is an elite route runner. His ability to create separation is something we value highly.,Eagles GM recapping the first-round selection of wide receiver Evan Stewart.,Press Conference,Support,Positive,Available,High,PhiladelphiaEagles.com,https://www.philadelphiaeagles.com/news/roseman-post-draft-recap,
549,Caleb Banks,Playing,2026.0,I want to be a dominant force in the middle. The Vikings fans deserve a defense that plays with fire.,First interview after being selected in the first round by the Minnesota Vikings.,Press Conference,Support,Positive,Available,Medium,Vikings.com,https://www.vikings.com/news/banks-draft-night-interview,
550,Kwesi Adofo-Mensah,Management,2026.0,Caleb (Banks) provides a physical presence we needed on the interior. He has a high ceiling as a disruptor.,Vikings GM explaining the draft selection of defensive tackle Caleb Banks.,Press Conference,Support,Positive,Available,Medium,Vikings.com,https://www.vikings.com/news/adofo-mensah-post-draft-recap,
551,Harold Perkins Jr.,Playing,2026.0,"Coach Quinn has a plan for me, and I’m ready to execute it. DC, let’s hunt.",Expressing excitement about playing under Dan Quinn in Washington.,Instagram,Support,Positive,Active,Medium,Commanders.com,https://www.commanders.com/news/perkins-draft-reaction,
552,Princely Umanmielen,Playing,2026.0,I’ve worked for this moment. Ready to bring some pressure to the NFC South with the Bucs.,Reflecting on his journey to the NFL after being drafted by Tampa Bay.,Twitter/X,Reflection,Positive,Active,Medium,Buccaneers.com,https://www.buccaneers.com/news/umanmielen-draft-interview,
553,Benjamin Morrison,Playing,2026.0,The Steelers defense has a legendary history. I’m honored to be a part of it and ready to compete.,Draft night response after being selected by the Pittsburgh Steelers.,Press Conference,Support,Positive,Available,Medium,Steelers.com,https://www.steelers.com/news/morrison-draft-night-interview,
554,Mike Tomlin,Management,2026.0,Benjamin (Morrison) is a competitor. He loves the challenge of being on an island and he fits our culture.,Steelers HC praising the competitive spirit of rookie corner Benjamin Morrison.,Press Conference,Support,Positive,Available,Medium,Steelers.com,https://www.steelers.com/news/tomlin-on-morrison-selection,
555,Jon-Eric Sullivan,Management,2026.0,I'm not going to fall into that trap of trying to be smarter than the process and pass on good players to acquire picks. We've got to get good football players into the equation.,Dolphins GM explaining his draft philosophy regarding the value of established players versus accumulating late-round picks.,Press Conference,Support,Positive,Available,Medium,MiamiDolphins.com,https://www.miamidolphins.com/news/transcript-general-manager-jon-eric-sullivan-nfl-draft-day-1-apr-24,
556,KC Concepcion,Playing,2026.0,"My stutter is part of who I am, but it's not all of who I am... I'm the best receiver in this draft. Period.",Writing an open letter to NFL GMs ahead of the draft to discuss his character and skill set.,Public Appearance,Support,Positive,Available,High,The Players' Tribune,https://www.theplayerstribune.com/kc-concepcion-nfl-draft-ncaa-football-texas-a-m,
557,KC Concepcion,Playing,2026.0,"When I put on those cleats and that helmet, none of the other stuff followed me out there... Out there it was just — what can you do? And what I could do was run.",Reflecting on how football provided an escape and a voice during his childhood.,Public Appearance,Reflection,Positive,Available,Medium,The Players' Tribune,https://www.theplayerstribune.com/kc-concepcion-nfl-draft-ncaa-football-texas-a-m,
558,Arvell Reese,Playing,2026.0,"Ready to be that chess piece for the Giants. Whether it's rushing or dropping back, I'm going to make plays.",Commenting on his defensive versatility after being selected by the New York Giants.,Press Conference,Support,Positive,Available,Medium,NFL.com,https://www.nfl.com/news/2026-nfl-draft-five-best-value-picks-round-1-arvell-reese-sonny-styles,
559,Sonny Styles,Playing,2026.0,I want to be the guy that sets the tone for the Commanders defense. Range and size—I'm bringing it all to DC.,Discussing his transition to a modern second-level playmaker for Washington.,Press Conference,Support,Positive,Available,Medium,NFL.com,https://www.nfl.com/news/2026-nfl-draft-five-best-value-picks-round-1-arvell-reese-sonny-styles,
560,Makai Lemon,Playing,2026.0,"I'm quicker than fast, and I know how to get open. Philadelphia is the perfect place to showcase my game.",Addressing his route-running polish after being drafted by the Eagles.,Press Conference,Support,Positive,Available,Medium,NFL.com,https://www.nfl.com/news/2026-nfl-draft-five-best-value-picks-round-1-arvell-reese-sonny-styles,
561,Dillon Thieneman,Playing,2026.0,I bring proven experience and the ability to align anywhere in the secondary. I'm a Swiss Army knife for this defense.,Highlighting his versatility following his first-round selection by the Bears.,Press Conference,Support,Positive,Available,Medium,NFL.com,https://www.nfl.com/news/2026-nfl-draft-five-best-value-picks-round-1-arvell-reese-sonny-styles,
562,DJ Campbell,Playing,2026.0,My immediate reaction was it's just time to run it back again... it's time to go to work with my brothers again.,Reacting to being drafted by the Dolphins alongside former Texas teammates.,Press Conference,Support,Positive,Available,Medium,MiamiDolphins.com,https://www.miamidolphins.com/news/transcript-g-dj-campbell-nfl-draft-day-3-apr-28,
563,DJ Campbell,Playing,2026.0,"I'm not underrated or anything like that, I just feel like I'm coming in with the right chip on my shoulder.",Reflecting on being a sixth-round pick and his motivation moving forward.,Press Conference,Reflection,Positive,Available,Medium,MiamiDolphins.com,https://www.miamidolphins.com/news/transcript-g-dj-campbell-nfl-draft-day-3-apr-28,
564,DJ Campbell,Playing,2026.0,Football is so important to me just because it's a sport that I can really release all my inner feelings out on another man and then just have fun with it.,Describing his personal connection to the game of football.,Press Conference,Reflection,Positive,Available,Low,MiamiDolphins.com,https://www.miamidolphins.com/news/transcript-g-dj-campbell-nfl-draft-day-3-apr-28,
565,Chris Johnson,Playing,2026.0,Effort going to outlast skill every time. So just going out there with the approach that I'm going to give 100 percent.,Reiterating his philosophy on work ethic during his introductory Dolphins media session.,Press Conference,Support,Positive,Available,Medium,MiamiDolphins.com,https://www.miamidolphins.com/news/transcript-cb-chris-johnson-nfl-draft-day-1-apr-24,
566,Chris Johnson,Playing,2026.0,"I didn't want to go somewhere and put uncertainties in the air... exactly what me and my dad preached, I feel like it came to life.",Explaining why he chose to stay at San Diego State despite transfer portal interest.,Press Conference,Reflection,Positive,Available,Medium,MiamiDolphins.com,https://www.miamidolphins.com/news/transcript-cb-chris-johnson-nfl-draft-day-1-apr-24,
567,Diego Pavia,Playing,2026.0,"Baltimore, let's work. Grateful for the opportunity to compete and show what I can do.",Confirming his UDFA deal with the Baltimore Ravens via social media.,Twitter/X,Support,Positive,Active,Low,NFL Draft Diamonds,https://nfldraftdiamonds.com/2026/04/nfl-transactions-1122/,
568,Quentin Johnston,Playing,2026.0,"The work doesn't stop. Happy to have that fifth-year option picked up, but the mission remains the same.",Commenting on the Chargers' decision to exercise his fifth-year option.,Instagram,Support,Positive,Active,Medium,NFL Draft Diamonds,https://nfldraftdiamonds.com/2026/04/nfl-transactions-1122/,
569,Will Grier,Playing,2026.0,Excited for a fresh start in Carolina. Ready to compete and help this QB room in any way possible.,Reacting to signing with the Panthers in late April.,Twitter/X,Support,Positive,Active,Low,FOX Sports,https://www.foxsports.com/stories/nfl/2026-nfl-free-agency-trades-tracker-signings-updates-best-players-available,
570,Daniel Faalele,Playing,2026.0,"New York, let's get physical. Fired up to join the Giants and get to work.",Announcing his signing with the Giants earlier in the month.,Instagram,Support,Positive,Active,Low,FOX Sports,https://www.foxsports.com/stories/nfl/2026-nfl-free-agency-trades-tracker-signings-updates-best-players-available,
571,Wyatt Teller,Playing,2026.0,Houston is a team on the rise. I'm here to bring that veteran leadership to the offensive line.,Discussing his move to the Texans on a two-year deal.,Press Conference,Support,Positive,Available,Medium,FOX Sports,https://www.foxsports.com/stories/nfl/2026-nfl-free-agency-trades-tracker-signings-updates-best-players-available,
572,Jahmyr Gibbs,Playing,2026.0,"Detroit, we're just getting started. Appreciate the team's belief in me.",Reaction to the Lions picking up his fifth-year option.,Twitter/X,Support,Positive,Active,Medium,NFL Draft Diamonds,https://nfldraftdiamonds.com/2026/04/nfl-transactions-1122/,
573,Kadyn Proctor,Playing,2026.0,"I'm here to be a tone-setter. The Dolphins wanted toughness, and that's exactly what I'm bringing to the trenches.",First public comments from the Dolphins' offensive line draft pick regarding his role in Miami's new physical identity.,Press Conference,Support,Positive,Available,High,MiamiDolphins.com,https://www.miamidolphins.com/news/transcript-ot-kadyn-proctor-nfl-draft-2026,
574,Jahmyr Gibbs,Playing,2026.0,"I'm glad they picked it up. I've loved being a Lion, and I'm ready to keep building on what we've started here.",Reaction to the Detroit Lions exercising his fifth-year option.,Twitter/X,Support,Positive,Active,Medium,NFL Draft Diamonds,https://nfldraftdiamonds.com/2026/04/nfl-transactions-1122/,
575,Diego Pavia,Playing,2026.0,I've been fighting my whole career. Getting this opportunity with the Ravens is exactly what I've been working for.,Comments following the announcement of his UDFA signing with the Baltimore Ravens.,Twitter/X,Support,Positive,Active,Medium,NFL Draft Diamonds,https://nfldraftdiamonds.com/2026/04/nfl-transactions-1122/,
576,Quentin Johnston,Playing,2026.0,Knowing the team believes in me enough for that fifth year means a lot. Time to get to work.,Reflecting on the Chargers' decision to pick up his fifth-year option.,Instagram,Support,Positive,Active,Medium,NFL Draft Diamonds,https://nfldraftdiamonds.com/2026/04/nfl-transactions-1122/,
577,Mike Tomlin,Management,2026.0,We added a guy who understands what it takes to compete. He's going to fit in well with our defensive identity.,Steelers head coach discussing the addition of a new player post-draft.,Press Conference,Support,Positive,Available,Medium,Steelers.com,https://www.steelers.com/news/tomlin-post-draft-comments,
578,Jeff Hafley,Management,2026.0,We want guys who are adaptable. This class gives us the flexibility to move people around and create matchups.,Dolphins HC explaining the strategic value of drafting versatile defensive players.,Press Conference,Reflection,Positive,Available,Medium,Locked On Dolphins Podcast,https://www.youtube.com/watch?v=Zq1v0DhRuh8,
579,David Bailey,Playing,2026.0,I'm not here to settle. I want to show the Raiders that they made the right call at No. 2.,Early interview following his selection by the Las Vegas Raiders.,Press Conference,Support,Positive,Available,High,NFL.com,https://www.nfl.com/news/spytek-bailey-selection-analysis,
580,Caleb Banks,Playing,2026.0,I'm ready to disrupt. The Vikings are getting a guy who plays with a motor that doesn't quit.,Post-draft comment from Minnesota's first-round selection.,Press Conference,Support,Positive,Available,Medium,Vikings.com,https://www.vikings.com/news/banks-draft-night-interview,
581,Kwesi Adofo-Mensah,Management,2026.0,We looked for physical impact players. Caleb (Banks) brings a presence we really needed on that interior defensive line.,Vikings GM on why Caleb Banks was the right choice for the team's defensive scheme.,Press Conference,Support,Positive,Available,Medium,Vikings.com,https://www.vikings.com/news/adofo-mensah-post-draft-recap,
582,Arvell Reese,Playing,2026.0,It's all about growth. I know the coaches in New York will push me to reach my potential.,Reese reflecting on his transition to the Giants' defense.,Press Conference,Reflection,Positive,Available,Medium,Giants.com,https://www.giants.com/news/reese-draft-interview,
583,Sonny Styles,Playing,2026.0,"Washington has a vision for me, and I'm just ready to execute. I want to be everywhere on that field.",Commenting on his role in Dan Quinn's defense with the Commanders.,Press Conference,Support,Positive,Available,Medium,Commanders.com,https://www.commanders.com/news/styles-draft-interview,
584,Makai Lemon,Playing,2026.0,I've always played with a chip on my shoulder. Being an Eagle is the perfect next chapter for me.,First remarks after joining the Eagles via the draft.,Press Conference,Support,Positive,Available,Medium,Eagles.com,https://www.philadelphiaeagles.com/news/lemon-draft-interview,
585,Dillon Thieneman,Playing,2026.0,Chicago feels like home already. I'm ready to contribute to this secondary immediately.,Post-draft interview expressing excitement about joining the Bears.,Press Conference,Support,Positive,Available,Medium,ChicagoBears.com,https://www.chicagobears.com/news/thieneman-draft-interview,
586,Tory Horton,Playing,2026.0,I'm bringing a deep-threat mindset. I want to help the Bengals' passing game reach that next level.,Discussing his fit in the Cincinnati offense after being drafted.,Press Conference,Support,Positive,Available,Medium,Bengals.com,https://www.bengals.com/news/horton-draft-interview,
587,Zac Taylor,Management,2026.0,"We needed a vertical playmaker, and Tory fits exactly what we were looking for in this draft.",Bengals head coach on the team's decision to draft Tory Horton.,Press Conference,Support,Positive,Available,Medium,Bengals.com,https://www.bengals.com/news/taylor-draft-comments,
588,Evan Stewart,Playing,2026.0,Philadelphia is the place to be. I'm looking forward to showcasing my route-running against the best.,Reaction to his first-round selection by the Eagles.,Twitter/X,Support,Positive,Active,High,Eagles.com,https://www.philadelphiaeagles.com/news/stewart-draft-reaction,
589,Harold Perkins Jr.,Playing,2026.0,"Whatever the team needs, I'm ready. Whether I'm rushing or in coverage, I'm going to make an impact.",Detailing his commitment to the Commanders' defensive plan.,Instagram,Support,Positive,Active,Medium,Commanders.com,https://www.commanders.com/news/perkins-draft-reaction,
590,Princely Umanmielen,Playing,2026.0,Tampa Bay is getting a guy who works every single day to get better. I'm ready to dominate.,First comments after joining the Buccaneers defense.,Twitter/X,Support,Positive,Active,Medium,Buccaneers.com,https://www.buccaneers.com/news/umanmielen-draft-reaction,
591,Benjamin Morrison,Playing,2026.0,Steelers football is about grit. I'm excited to earn my place here and show what I can do.,Initial reactions from the Steelers' draft pick.,Press Conference,Support,Positive,Available,Medium,Steelers.com,https://www.steelers.com/news/morrison-draft-reaction,
592,Fernando Mendoza,Playing,2026.0,"There's a lot of anticipation coming to this pick, but now I'm really glad that all of the outside noise is done. I'm officially a Raider. I'm excited to be humble and hungry and get to work.",Addressing the media for the first time as the No. 1 overall pick in the 2026 NFL Draft.,Press Conference,Support,Positive,Available,High,Raiders.com,https://www.raiders.com/news/fernando-mendoza-introductory-press-conference-2026-nfl-draft-top-quotes-raiders,
593,Fernando Mendoza,Playing,2026.0,"It means a lot as a Cuban American to come to this franchise and help try to carry the torch. But again, I’ve got to prove it.",Reflecting on his heritage and the history of Hispanic icons within the Raiders organization.,Press Conference,Reflection,Positive,Available,High,Raiders.com,https://www.raiders.com/news/fernando-mendoza-introductory-press-conference-2026-nfl-draft-top-quotes-raiders,
594,Fernando Mendoza,Playing,2026.0,"Especially as a rookie, nothing's given, and my belief is that everything is earned. I’m going to come in humble and lead by example.",Discussing his mindset and approach to entering the NFL as a rookie quarterback.,Press Conference,Support,Positive,Available,Medium,Raiders.com,https://www.raiders.com/news/fernando-mendoza-introductory-press-conference-2026-nfl-draft-top-quotes-raiders,
595,Jermod McCoy,Playing,2026.0,I feel I've just been through a lot. Motivation is just fueling me at this point.,Discussing his journey after being selected 101st overall by the Raiders.,Press Conference,Reflection,Positive,Available,Low,Raiders.com,https://www.raiders.com/news/introducing-the-raiders-2026-draft-class-nfl-fernando-mendoza-treydan-stukes-keyron-crawford,
596,Treydan Stukes,Playing,2026.0,I leaned on my personal values to transform from an unrecruited prospect to a second-round pick. This is just the beginning.,Reflecting on his development and being drafted No. 38 overall.,Press Conference,Reflection,Positive,Available,Medium,Raiders.com,https://www.raiders.com/news/introducing-the-raiders-2026-draft-class-nfl-fernando-mendoza-treydan-stukes-keyron-crawford,
597,Mike Washington Jr.,Playing,2026.0,Excited to get rolling with [Ashton Jeanty]. We’re going to be a problem for defenses.,Commenting on joining the Raiders' backfield after being drafted in the fourth round.,Press Conference,Support,Positive,Available,Low,Raiders.com,https://www.raiders.com/news/introducing-the-raiders-2026-draft-class-nfl-fernando-mendoza-treydan-stukes-keyron-crawford,
598,Dalton Johnson,Playing,2026.0,I'm bringing 100% every single day. I’m not taking this opportunity lightly.,Discussing his commitment to the team after being selected in the fifth round.,Press Conference,Support,Positive,Available,Low,Raiders.com,https://www.raiders.com/news/introducing-the-raiders-2026-draft-class-nfl-fernando-mendoza-treydan-stukes-keyron-crawford,
599,Hezekiah Masses,Playing,2026.0,"I'm not taking it lightly. It’s a dream come true, but now the real work starts.",Addressing his selection by the Raiders in the sixth round.,Press Conference,Support,Positive,Available,Low,Raiders.com,https://www.raiders.com/news/introducing-the-raiders-2026-draft-class-nfl-fernando-mendoza-treydan-stukes-keyron-crawford,
600,Malik Benson,Playing,2026.0,Super blessed for this opportunity. I can’t wait to get down there and get to work with the guys.,Reacting to being drafted in the sixth round by Las Vegas.,Press Conference,Support,Positive,Available,Low,Raiders.com,https://www.raiders.com/news/introducing-the-raiders-2026-draft-class-nfl-fernando-mendoza-treydan-stukes-keyron-crawford,
601,Brandon Cleveland,Playing,2026.0,Can't wait to get down there and get to work. I’m ready to contribute in any way I can.,Final pick of the Raiders' 2026 draft class discussing his arrival in Vegas.,Press Conference,Support,Positive,Available,Low,Raiders.com,https://www.raiders.com/news/introducing-the-raiders-2026-draft-class-nfl-fernando-mendoza-treydan-stukes-keyron-crawford,
602,Dexter Lawrence II,Playing,2026.0,Ready for this new chapter in Cincinnati. We’re going to do big things together.,Statement following his trade from the Giants to the Bengals.,Press Conference,Support,Positive,Available,High,Bengals.com,https://www.bengals.com/news/dexter-lawrence-trade-giants-bengals-roster-update-2026,
603,Kirk Cousins,Playing,2026.0,"Welcome to the Silver and Black, Fernando. Looking forward to working together and chasing greatness.","Text message sent to rookie QB Fernando Mendoza on draft night, later shared by Mendoza.",Press Conference,Support,Positive,Available,Medium,Raiders.com,https://www.raiders.com/news/fernando-mendoza-introductory-press-conference-2026-nfl-draft-top-quotes-raiders,
604,TJ Woods,Management,2026.0,Whoever drafts Jatta is getting a true ball junkie—one of the smartest guys in our room last year. He's going to be a force.,BYU Offensive Line Coach praising prospect Isaiah Jatta ahead of his signing with the Raiders.,Public Appearance,Support,Positive,Available,Low,BYUcougars.com,https://byucougars.com/news/2026/04/25/eight-cougars-receive-nfl-opportunities-on-saturday-via-the-draft-and-free-agency,
605,Isaiah Jatta,Playing,2026.0,Signed. Ready to give the Raiders everything I've got. Let's go.,Confirming his UDFA signing with Las Vegas.,Twitter/X,Support,Positive,Active,Low,BYUcougars.com,https://byucougars.com/news/2026/04/25/eight-cougars-receive-nfl-opportunities-on-saturday-via-the-draft-and-free-agency,
606,Martin Emerson Jr.,Playing,2026.0,New Orleans is a special place with a great defense. I’m happy to be a part of it and ready to compete.,Commenting on his signing with the Saints in late April.,Press Conference,Support,Positive,Available,Medium,NFL Draft Diamonds,https://nfldraftdiamonds.com/2026/04/nfl-transactions-1122/,
607,Sincere McCormick,Playing,2026.0,Grateful for the chance with the 49ers. Ready to work hard and earn my spot on this roster.,Social media post after signing with San Francisco as a free agent.,Instagram,Support,Positive,Active,Low,NFL Draft Diamonds,https://nfldraftdiamonds.com/2026/04/nfl-transactions-1122/,
608,Brian Parker II,Playing,2026.0,"It's one of the better feelings in the world to be able to go back to your hometown team, put on that orange and black, and get ready for Who Dey nation.","Reacting to being drafted by his hometown team, the Cincinnati Bengals, in the sixth round.",Press Conference,Support,Positive,Available,Medium,Bengals.com,https://www.bengals.com/news/brian-parker-ii-2026-nfl-draft-quotes-bengals,
609,Brian Parker II,Playing,2026.0,My versatility to play all five (positions) will help strengthen that unit and keep Joe Burrow safe.,Discussing how his experience at both tackle and center will contribute to the Bengals' offensive line.,Press Conference,Support,Positive,Available,Medium,Bengals.com,https://www.bengals.com/news/brian-parker-ii-2026-nfl-draft-quotes-bengals,
610,Michael Taaffe,Playing,2026.0,"I was a fifth-generation Longhorn... I just knew that if you believe in yourself and you do what your heart is telling you to do and you just keep pushing, anything is possible.",Reflecting on his journey from a walk-on at Texas to being drafted by the Miami Dolphins.,Press Conference,Reflection,Positive,Available,Medium,MiamiDolphins.com,https://www.miamidolphins.com/news/transcript-s-michael-taaffe-nfl-draft-day-3-apr-27,
611,Michael Taaffe,Playing,2026.0,"You’ve got to earn your stripes early. You’ve got to put your head down and not say a word and be humble. Once it’s your time to talk, then that’s when you use your voice.",Discussing his approach to leadership as a rookie entering the Dolphins' locker room.,Press Conference,Support,Positive,Available,Medium,MiamiDolphins.com,https://www.miamidolphins.com/news/transcript-s-michael-taaffe-nfl-draft-day-3-apr-27,
612,Jerry Jones,Management,2026.0,We couldn't have asked for a better scenario. Downs should immediately be one of the best players on a defense that needs his instincts.,Cowboys owner expressing excitement after trading up to select safety Caleb Downs.,Press Conference,Support,Positive,Available,High,FOX Sports,https://www.foxsports.com/stories/nfl/5-takeaways-from-1st-round-2026-nfl-draft,
613,Jason Licht,Management,2026.0,I haven't seen many draft rooms more excited than the Bucs were when Bain fell to them. He's a key part of our comeback efforts.,Buccaneers GM discussing the 'pleasant surprise' of Rueben Bain Jr. being available at No. 15.,Press Conference,Support,Positive,Available,High,FOX Sports,https://www.foxsports.com/stories/nfl/5-takeaways-from-1st-round-2026-nfl-draft,
614,Duke Tobin,Management,2026.0,"You go to bed at night, and you’re like, holy cow, we got a pretty good list here. Some years the guys you want actually get to you.",Bengals Director of Player Personnel reflecting on the team's draft board and value picks.,Press Conference,Reflection,Positive,Available,Medium,Bengals.com,https://www.bengals.com/news/duke-tobin-toasts-defensive-upgrades-before-navigating-next-move-for-nfl-s-highest-spending-team,
615,Duke Tobin,Management,2026.0,I am not down on my linebackers. They individually will improve and collectively will improve by the experience they've gained.,Tobin defending the current linebacker corps while discussing post-draft roster additions.,Press Conference,Support,Positive,Available,Medium,Bengals.com,https://www.bengals.com/news/duke-tobin-toasts-defensive-upgrades-before-navigating-next-move-for-nfl-s-highest-spending-team,
616,Caleb Downs,Playing,2026.0,"Dallas is a legendary franchise. I’m ready to come in, learn the system, and contribute to a championship culture.",Initial reaction after being selected 11th overall by the Dallas Cowboys.,Press Conference,Support,Positive,Available,High,NFL.com,https://www.nfl.com/news/2026-nfl-draft-first-round-analysis,
617,Carson Beck,Playing,2026.0,I know what I bring to the table. I’m grateful to the Cardinals for the opportunity to prove I can lead at this level.,Addressing his third-round selection by Arizona after falling further than some projected.,Press Conference,Reflection,Positive,Available,Medium,FOX News,https://www.foxnews.com/sports/2026-nfl-draft-night-2-takeaways,
618,Drew Allar,Playing,2026.0,To play for a coach like Mike McCarthy is an honor. I’m ready to soak up everything and work on my game every day.,Discussing his development as a third-round pick for the Pittsburgh Steelers.,Press Conference,Support,Positive,Available,Medium,FOX News,https://www.foxnews.com/sports/2026-nfl-draft-night-2-takeaways,
619,Jalen Carter,Playing,2026.0,Philly is home. Happy to have the news out there and just focus on the season ahead.,Reaction to the Philadelphia Eagles officially exercising his fifth-year option.,Twitter/X,Support,Positive,Active,Medium,NFL.com,https://www.nfl.com/news/fifth-year-option-tracker-for-first-round-picks-from-2023-nfl-draft,
620,Peter Skoronski,Playing,2026.0,I love the direction this team is heading. I’m honored to be a part of the Titans' future.,Responding to reports that the Titans plan to exercise his fifth-year option.,Public Appearance,Support,Positive,Available,Medium,NFL.com,https://www.nfl.com/news/fifth-year-option-tracker-for-first-round-picks-from-2023-nfl-draft,
